"SYMBOL" "ENTREZID"
"2758" "ARAP1" "116985"
"2759" "SPATA6L" "55064"
"2760" "CDC42BPB" "9578"
"2761" "C1GALT1C1" "29071"
"2762" "WWOX" "51741"
"2763" "UTP4" "84916"
"2764" "PLXNA3" "55558"
"2765" "DRAM1" "55332"
"2766" "EIF2S3" "1968"
"2767" "GSTP1" "2950"
"2768" "SQLE" "6713"
"2769" "METTL9" "51108"
"2770" "HTD2" "109703458"
"2771" "DNAH6" "1768"
"2772" "MIEF1" "54471"
"2773" "DNASE1L1" "1774"
"2774" "OCLM" "10896"
"2775" "KEAP1" "9817"
"2776" "USP27X" "389856"
"2777" "DPEP3" "64180"
"2778" "CLEC16A" "23274"
"2779" "RALY" "22913"
"2780" "AGBL2" "79841"
"2781" "RUFY2" "55680"
"2782" "MOCS3" "27304"
"2783" "SLC20A2" "6575"
"2784" "RAB40AL" "282808"
"2785" "HEG1" "57493"
"2786" "TCF7L2" "6934"
"2787" "VPS16" "64601"
"2788" "POLR1A" "25885"
"2789" "MTERF4" "130916"
"2790" "REEP5" "7905"
"2791" "GIMAP4" "55303"
"2792" "SYNE3" "161176"
"2793" "CD44" "960"
"2794" "FAM91A1" "157769"
"2795" "ZBED1" "9189"
"2796" "POP4" "10775"
"2797" "PPP1R18" "170954"
"2798" "PREP" "5550"
"2799" "ATP6V1F" "9296"
"2800" "SLC5A6" "8884"
"2801" "KANK2" "25959"
"2802" "ZNF473" "25888"
"2803" "SESN2" "83667"
"2804" "SFXN5" "94097"
"2805" "HERC2" "8924"
"2806" "EDEM3" "80267"
"2807" "C1orf43" "25912"
"2808" "TAX1BP1" "8887"
"2809" "GALNT11" "63917"
"2810" "NEK1" "4750"
"2811" "ATR" "545"
"2812" "SRPK3" "26576"
"2813" "PTPRJ" "5795"
"2814" "MFHAS1" "9258"
"2815" "SLFN13" "146857"
"2816" "PLEKHG1" "57480"
"2817" "CENPK" "64105"
"2818" "DHRSX" "207063"
"2819" "SLC25A2" "83884"
"2820" "SLCO3A1" "28232"
"2821" "PIK3CA" "5290"
"2822" "COG8" "84342"
"2823" "TOX" "9760"
"2824" "CTSA" "5476"
"2825" "RELB" "5971"
"2826" "KDM4D" "55693"
"2827" "PLXDC2" "84898"
"2828" "OCRL" "4952"
"2829" "NFE2" "4778"
"2830" "PLP2" "5355"
"2831" "ZYX" "7791"
"2832" "SLC39A3" "29985"
"2833" "HK3" "3101"
"2834" "DGKE" "8526"
"2835" "SSNA1" "8636"
"2836" "C4orf50" "389197"
"2837" "MISP3" "113230"
"2838" "CMC1" "152100"
"2839" "PHB2" "11331"
"2840" "AZIN1" "51582"
"2841" "MVK" "4598"
"2842" "FGD3" "89846"
"2843" "FITM2" "128486"
"2844" "IDI1" "3422"
"2845" "FST" "10468"
"2846" "ELMOD2" "255520"
"2847" "AKAP1" "8165"
"2848" "ABCD1" "215"
"2849" "UEVLD" "55293"
"2850" "CCDC142" "84865"
"2851" "PHKA1" "5255"
"2852" "DDX31" "64794"
"2853" "CMTM1" "113540"
"2854" "ZKSCAN1" "7586"
"2855" "SENP2" "59343"
"2856" "CHMP5" "51510"
"2857" "ANGPT1" "284"
"2858" "NOTCH1" "4851"
"2859" "WDR7" "23335"
"2860" "VSIG8" "391123"
"2861" "PIWIL2" "55124"
"2862" "ZNF396" "252884"
"2863" "TSEN15" "116461"
"2864" "ULK2" "9706"
"2865" "PPIG" "9360"
"2866" "PSRC1" "84722"
"2867" "SEC23B" "10483"
"2868" "SLC9B1" "150159"
"2869" "GOLGA8B" "440270"
"2870" "TATDN1" "83940"
"2871" "CNKSR2" "22866"
"2872" "BSCL2" "26580"
"2873" "TCF7" "6932"
"2874" "JAGN1" "84522"
"2875" "ANKRD12" "23253"
"2876" "MFGE8" "4240"
"2877" "KRCC1" "51315"
"2878" "GGH" "8836"
"2879" "TESK2" "10420"
"2880" "POLR2G" "5436"
"2881" "ZNF780A" "284323"
"2882" "UBQLN4" "56893"
"2883" "WDPCP" "51057"
"2884" "NHSL2" "340527"
"2885" "AP1S2" "8905"
"2886" "C1orf162" "128346"
"2887" "SASH1" "23328"
"2888" "SIRPB2" "284759"
"2889" "RAB11A" "8766"
"2890" "ULK4" "54986"
"2891" "L3MBTL1" "26013"
"2892" "TTC5" "91875"
"2893" "COPS7A" "50813"
"2894" "PSMA7" "5688"
"2895" "ZNF322" "79692"
"2896" "EMC4" "51234"
"2897" "POU5F2" "134187"
"2898" "KIT" "3815"
"2899" "GRK2" "156"
"2900" "SLC22A5" "6584"
"2901" "CBLB" "868"
"2902" "FLII" "2314"
"2903" "ZNF41" "7592"
"2904" "PMEPA1" "56937"
"2905" "SAMSN1" "64092"
"2906" "B3GNTL1" "146712"
"2907" "POU6F1" "5463"
"2908" "FOXK1" "221937"
"2909" "CEACAM21" "90273"
"2910" "GPA33" "10223"
"2911" "ARID2" "196528"
"2912" "NAALADL1" "10004"
"2913" "VCPKMT" "79609"
"2914" "C1D" "10438"
"2915" "RGS12" "6002"
"2916" "KRTCAP2" "200185"
"2917" "IWS1" "55677"
"2918" "FAM122C" "159091"
"2919" "PLEKHA1" "59338"
"2920" "PUF60" "22827"
"2921" "MIA-RAB4B" "100529262"
"2922" "EIF4H" "7458"
"2923" "ADGRE2" "30817"
"2924" "AOC2" "314"
"2925" "ARHGAP26" "23092"
"2926" "FAM89B" "23625"
"2927" "ILK" "3611"
"2928" "TARBP1" "6894"
"2929" "PPARA" "5465"
"2930" "CCDC7" "79741"
"2931" "ZKSCAN4" "387032"
"2932" "POLR2F" "5435"
"2933" "AGK" "55750"
"2934" "LENG1" "79165"
"2935" "DNAJB1" "3337"
"2936" "SDHAF1" "644096"
"2937" "CNTNAP3" "79937"
"2938" "SIMC1" "375484"
"2939" "SH3D21" "79729"
"2940" "PLEK" "5341"
"2941" "PHLDA1" "22822"
"2942" "HADH" "3033"
"2943" "GNA15" "2769"
"2944" "DEK" "7913"
"2945" "TBX19" "9095"
"2946" "STAMBPL1" "57559"
"2947" "CKLF-CMTM1" "100529251"
"2948" "PITPNB" "23760"
"2949" "SLF2" "55719"
"2950" "PABPC4" "8761"
"2951" "SREBF2" "6721"
"2953" "DCAF6" "55827"
"2954" "CYP4V2" "285440"
"2955" "RUNX2" "860"
"2956" "LDHA" "3939"
"2957" "NPIPB9" "100507607"
"2958" "ZNF2" "7549"
"2959" "VCP" "7415"
"2960" "WASHC4" "23325"
"2961" "TENT5C" "54855"
"2962" "IRF2BP2" "359948"
"2963" "SLC39A14" "23516"
"2964" "PTPDC1" "138639"
"2965" "MTMR8" "55613"
"2966" "NECTIN1" "5818"
"2967" "SPON1" "10418"
"2968" "RHCE" "6006"
"2969" "ZFAND4" "93550"
"2970" "SHISAL2A" "348378"
"2971" "POLR3C" "10623"
"2972" "SMARCAL1" "50485"
"2973" "ZFAT" "57623"
"2974" "ZDHHC7" "55625"
"2975" "ARHGEF2" "9181"
"2976" "SLC35B1" "10237"
"2977" "EVC" "2121"
"2978" "INTS7" "25896"
"2979" "C20orf194" "25943"
"2980" "CCL28" "56477"
"2981" "ZBED4" "9889"
"2983" "WDFY4" "57705"
"2984" "LRP3" "4037"
"2985" "BCL7A" "605"
"2986" "CTRL" "1506"
"2987" "PSMB5" "5693"
"2988" "LPCAT3" "10162"
"2989" "DENND3" "22898"
"2990" "HPS4" "89781"
"2991" "TPD52" "7163"
"2992" "CCDC12" "151903"
"2993" "GPR137C" "283554"
"2994" "MMS22L" "253714"
"2995" "TMEM160" "54958"
"2996" "ARHGAP18" "93663"
"2997" "SYNGAP1" "8831"
"2998" "EDC3" "80153"
"2999" "RBM12B" "389677"
"3000" "MIPEP" "4285"
"3001" "MAP1LC3B2" "643246"
"3002" "MCOLN2" "255231"
"3003" "DNAJC18" "202052"
"3004" "TMSB4X" "7114"
"3005" "SMG5" "23381"
"3006" "FAM3B" "54097"
"3007" "IGFLR1" "79713"
"3008" "AGBL5" "60509"
"3009" "MACF1" "23499"
"3010" "KANTR" "102723508"
"3011" "WDR4" "10785"
"3012" "TULP3" "7289"
"3013" "ERCC1" "2067"
"3014" "LCOR" "84458"
"3015" "TMEM222" "84065"
"3016" "SUSD6" "9766"
"3017" "TMEM167A" "153339"
"3019" "DPH1" "1801"
"3020" "FAM160B1" "57700"
"3021" "TM9SF2" "9375"
"3022" "ZNF331" "55422"
"3023" "MAGI3" "260425"
"3024" "NACA" "4666"
"3025" "CELF2" "10659"
"3026" "ERP27" "121506"
"3027" "PSG3" "5671"
"3028" "DENND5B" "160518"
"3029" "STX2" "2054"
"3030" "MRPL49" "740"
"3031" "ULK1" "8408"
"3032" "PIGT" "51604"
"3033" "FAM95C" "100289137"
"3034" "ATXN2" "6311"
"3035" "C10orf143" "387723"
"3036" "CAMLG" "819"
"3037" "ZDHHC17" "23390"
"3038" "NUP35" "129401"
"3039" "SEMA4A" "64218"
"3040" "MTMR3" "8897"
"3041" "MAMLD1" "10046"
"3042" "RAB3A" "5864"
"3043" "DHRS9" "10170"
"3044" "SCO2" "9997"
"3045" "GLB1" "2720"
"3046" "BAIAP3" "8938"
"3047" "TMEM121B" "27439"
"3048" "ZFAND5" "7763"
"3049" "TIMP2" "7077"
"3050" "MYDGF" "56005"
"3051" "MUC20" "200958"
"3052" "DYSF" "8291"
"3053" "CPVL" "54504"
"3054" "SS18L1" "26039"
"3056" "ZNF202" "7753"
"3057" "NFKBIL1" "4795"
"3058" "PPP2R2D" "55844"
"3059" "TPR" "7175"
"3060" "EFL1" "79631"
"3061" "HLA-DRA" "3122"
"3062" "PRH2" "5555"
"3063" "SSBP3" "23648"
"3064" "ZSWIM4" "65249"
"3065" "USP12" "219333"
"3066" "MAGEB10" "139422"
"3067" "ITGB2" "3689"
"3068" "TIGD5" "84948"
"3069" "KLHL24" "54800"
"3070" "KCNG4" "93107"
"3071" "CARHSP1" "23589"
"3072" "LRRFIP1" "9208"
"3073" "INO80B" "83444"
"3074" "MCCC1" "56922"
"3075" "HLA-DMA" "3108"
"3076" "BCAS2" "10286"
"3077" "KDM7A" "80853"
"3078" "GPATCH3" "63906"
"3079" "FGFRL1" "53834"
"3080" "JOSD2" "126119"
"3081" "PIP4K2C" "79837"
"3082" "NDUFB3" "4709"
"3084" "DENR" "8562"
"3086" "SARM1" "23098"
"3087" "NSMCE2" "286053"
"3089" "RFFL" "117584"
"3090" "RBM39" "9584"
"3091" "CORO1C" "23603"
"3092" "RBFA" "79863"
"3093" "CFAP97D1" "284067"
"3094" "SLC25A5" "292"
"3095" "ELK4" "2005"
"3096" "CHTF8" "54921"
"3097" "NCR3LG1" "374383"
"3098" "SCML4" "256380"
"3099" "SMIM26" "388789"
"3100" "ZNF275" "10838"
"3101" "RAB7A" "7879"
"3102" "ESCO1" "114799"
"3103" "ACO1" "48"
"3104" "WDR48" "57599"
"3105" "MAPK1IP1L" "93487"
"3106" "MRS2" "57380"
"3107" "KIAA0556" "23247"
"3108" "ARFGEF2" "10564"
"3109" "DICER1" "23405"
"3110" "CSRNP1" "64651"
"3111" "COG7" "91949"
"3112" "PFKFB3" "5209"
"3113" "GPALPP1" "55425"
"3114" "TNPO3" "23534"
"3115" "NKTR" "4820"
"3116" "TUBG2" "27175"
"3117" "MED27" "9442"
"3118" "OSMR" "9180"
"3119" "TRMT2B" "79979"
"3120" "PFKFB1" "5207"
"3121" "RNF4" "6047"
"3122" "PRPF18" "8559"
"3123" "NIPA2" "81614"
"3124" "ZBTB22" "9278"
"3125" "SPINK8" "646424"
"3126" "GAN" "8139"
"3127" "CARF" "79800"
"3128" "PBX4" "80714"
"3129" "MCM3AP" "8888"
"3130" "SIRPB1" "10326"
"3131" "SLX1B" "79008"
"3132" "MAST3" "23031"
"3133" "TVP23C-CDRT4" "100533496"
"3134" "PIP5K1B" "8395"
"3135" "ZNF747" "65988"
"3136" "SPTBN1" "6711"
"3137" "RAP1A" "5906"
"3138" "ZNF365" "22891"
"3139" "CPTP" "80772"
"3141" "CYSRT1" "375791"
"3142" "TBC1D23" "55773"
"3143" "UFSP1" "402682"
"3144" "SNTG2" "54221"
"3145" "MRPS18A" "55168"
"3146" "NFKBIE" "4794"
"3147" "EXOSC4" "54512"
"3148" "DECR1" "1666"
"3149" "RPA2" "6118"
"3150" "BBS1" "582"
"3151" "AKR1A1" "10327"
"3152" "FNDC3B" "64778"
"3153" "CRYGS" "1427"
"3154" "UBE2E2" "7325"
"3155" "ASGR1" "432"
"3156" "EIF2AK1" "27102"
"3157" "STRBP" "55342"
"3158" "DSN1" "79980"
"3159" "MKLN1" "4289"
"3160" "TNFRSF18" "8784"
"3161" "HMG20B" "10362"
"3162" "MRPS36" "92259"
"3163" "GPBAR1" "151306"
"3164" "STAG3" "10734"
"3165" "GPR65" "8477"
"3166" "INKA1" "389119"
"3167" "MTRF1L" "54516"
"3168" "NPIPA1" "9284"
"3169" "NDUFB11" "54539"
"3170" "CCDC191" "57577"
"3171" "SLC22A1" "6580"
"3172" "FRMPD3" "84443"
"3173" "GYG1" "2992"
"3174" "HIBCH" "26275"
"3175" "ZNF12" "7559"
"3176" "FANCI" "55215"
"3177" "KIAA1324L" "222223"
"3178" "SULT1A4" "445329"
"3179" "MLANA" "2315"
"3180" "ATP5PB" "515"
"3181" "SUMO4" "387082"
"3182" "DNAI2" "64446"
"3183" "NOD1" "10392"
"3184" "NPIPB13" "613037"
"3185" "TRIM23" "373"
"3186" "MS4A6A" "64231"
"3187" "SLC4A7" "9497"
"3188" "GNRH2" "2797"
"3189" "KCTD10" "83892"
"3190" "SLC9A3R1" "9368"
"3191" "SETBP1" "26040"
"3192" "PLPBP" "11212"
"3193" "RIPK2" "8767"
"3195" "GNA12" "2768"
"3196" "SLPI" "6590"
"3197" "TSSC4" "10078"
"3198" "EBLN2" "55096"
"3199" "XPO7" "23039"
"3200" "PPCS" "79717"
"3201" "CAMKMT" "79823"
"3202" "ABLIM1" "3983"
"3203" "LYVE1" "10894"
"3204" "MARK2" "2011"
"3205" "LYRM4" "57128"
"3206" "PRMT7" "54496"
"3207" "KLHL42" "57542"
"3208" "GMDS" "2762"
"3209" "COX4I1" "1327"
"3211" "TECRL" "253017"
"3212" "STUB1" "10273"
"3213" "ITGAM" "3684"
"3214" "HS1BP3" "64342"
"3215" "B4GALNT2" "124872"
"3216" "ARHGEF35" "445328"
"3217" "FAM120A" "23196"
"3218" "POLR3D" "661"
"3219" "KPNA4" "3840"
"3220" "PIGU" "128869"
"3221" "NR1H2" "7376"
"3222" "AMIGO1" "57463"
"3223" "SPATS2" "65244"
"3224" "TAS2R5" "54429"
"3225" "SCG5" "6447"
"3226" "HDGFL3" "50810"
"3228" "TEX10" "54881"
"3229" "LYZ" "4069"
"3230" "TRMO" "51531"
"3231" "NFKBIZ" "64332"
"3232" "ZFPM1" "161882"
"3233" "FANCC" "2176"
"3234" "TATDN3" "128387"
"3235" "ZC3H7B" "23264"
"3236" "YME1L1" "10730"
"3237" "ARL6IP5" "10550"
"3238" "LRFN1" "57622"
"3239" "GTF3C6" "112495"
"3240" "LIX1" "167410"
"3242" "ENO2" "2026"
"3243" "AKR1C8P" "340811"
"3244" "TBRG1" "84897"
"3245" "CUL4B" "8450"
"3246" "ACOT8" "10005"
"3247" "RNF157" "114804"
"3248" "PELP1" "27043"
"3249" "TCEAL4" "79921"
"3250" "DDX41" "51428"
"3251" "RPRD1B" "58490"
"3252" "HLA-DPB1" "3115"
"3253" "IKBKG" "8517"
"3254" "TRPM6" "140803"
"3255" "SPATA17" "128153"
"3256" "ZNF439" "90594"
"3257" "TMEM170B" "100113407"
"3258" "OVCA2" "124641"
"3259" "RPL14" "9045"
"3260" "GOLGA5" "9950"
"3261" "GLT8D2" "83468"
"3262" "TBL1X" "6907"
"3263" "ATP7A" "538"
"3264" "PSMD9" "5715"
"3265" "F12" "2161"
"3266" "SENP6" "26054"
"3267" "CCDC112" "153733"
"3268" "CYP46A1" "10858"
"3269" "MTCH1" "23787"
"3270" "SASH3" "54440"
"3271" "SNURF" "8926"
"3272" "OR2L3" "391192"
"3273" "FOXN2" "3344"
"3274" "SLC10A5" "347051"
"3275" "KDM4B" "23030"
"3276" "THRAP3" "9967"
"3277" "NUP153" "9972"
"3279" "AHSA1" "10598"
"3280" "SLC35B3" "51000"
"3281" "EPHX2" "2053"
"3282" "AATF" "26574"
"3283" "TMEM18" "129787"
"3284" "DNAJC8" "22826"
"3285" "SMNDC1" "10285"
"3286" "SLC26A11" "284129"
"3287" "USP42" "84132"
"3288" "IL18BP" "10068"
"3289" "KIAA0355" "9710"
"3290" "CSRP2" "1466"
"3291" "MAN1C1" "57134"
"3292" "HPCAL4" "51440"
"3293" "LYSMD3" "116068"
"3294" "IP6K2" "51447"
"3295" "NTRK1" "4914"
"3296" "TMEM250" "90120"
"3297" "TMED1" "11018"
"3298" "CCDC189" "90835"
"3299" "PRKCA" "5578"
"3300" "FBXW5" "54461"
"3301" "PPP3CC" "5533"
"3302" "HDGFL2" "84717"
"3303" "WWP1" "11059"
"3304" "PCMTD1" "115294"
"3305" "MAN1A1" "4121"
"3306" "USP54" "159195"
"3307" "ATF1" "466"
"3308" "PADI2" "11240"
"3309" "ENKUR" "219670"
"3310" "MIS18BP1" "55320"
"3311" "RNF207" "388591"
"3312" "DHCR24" "1718"
"3313" "RNF166" "115992"
"3314" "ASPH" "444"
"3315" "BEND3" "57673"
"3316" "LTO1" "220064"
"3317" "MAU2" "23383"
"3318" "EP400" "57634"
"3319" "LPAR2" "9170"
"3320" "GTF2F1" "2962"
"3321" "ARNTL2" "56938"
"3322" "FBXO30" "84085"
"3323" "DOK6" "220164"
"3324" "ALKBH7" "84266"
"3325" "SLC35B4" "84912"
"3326" "ERLIN1" "10613"
"3327" "ERCC4" "2072"
"3328" "TNFSF4" "7292"
"3329" "HLCS" "3141"
"3330" "PSMD8" "5714"
"3331" "ACTG1" "71"
"3332" "DPM3" "54344"
"3333" "GGNBP2" "79893"
"3335" "TRAPPC1" "58485"
"3336" "NDUFA1" "4694"
"3337" "SLC6A16" "28968"
"3338" "EIF4E2" "9470"
"3339" "SETD5" "55209"
"3340" "AKAP11" "11215"
"3341" "SERPINB2" "5055"
"3342" "CBX5" "23468"
"3344" "ACBD5" "91452"
"3345" "SNX25" "83891"
"3346" "ZC3H14" "79882"
"3347" "IQGAP2" "10788"
"3348" "ARSA" "410"
"3349" "KLHL8" "57563"
"3350" "DND1" "373863"
"3351" "IRF9" "10379"
"3352" "ST7L" "54879"
"3353" "CR1" "1378"
"3354" "TXNDC17" "84817"
"3355" "TRAF6" "7189"
"3356" "NDUFA10" "4705"
"3357" "ZSWIM8" "23053"
"3359" "ADAL" "161823"
"3360" "EIF2S2" "8894"
"3361" "PNPLA8" "50640"
"3362" "PARM1" "25849"
"3364" "UNKL" "64718"
"3365" "CATSPERB" "79820"
"3366" "PUM1" "9698"
"3368" "PFAS" "5198"
"3369" "CSMD3" "114788"
"3370" "CCNYL1" "151195"
"3371" "SUGT1" "10910"
"3372" "ZSWIM5" "57643"
"3373" "CPEB4" "80315"
"3374" "PAPOLG" "64895"
"3375" "ST6GALNAC1" "55808"
"3376" "UTRN" "7402"
"3377" "ZNF107" "51427"
"3378" "ZNF136" "7695"
"3379" "ZNF19" "7567"
"3380" "LINS1" "55180"
"3381" "AGPAT3" "56894"
"3382" "ACTN4" "81"
"3383" "DRAP1" "10589"
"3384" "BRD9" "65980"
"3385" "LMCD1" "29995"
"3386" "USP31" "57478"
"3387" "ZKSCAN7" "55888"
"3388" "DR1" "1810"
"3389" "PRPF40B" "25766"
"3390" "PUSL1" "126789"
"3391" "SCLY" "51540"
"3392" "CREM" "1390"
"3393" "BMPR2" "659"
"3394" "CDK11A" "728642"
"3395" "TMED3" "23423"
"3396" "MYCBP2" "23077"
"3397" "ZNF532" "55205"
"3398" "TEX35" "84066"
"3399" "ERP44" "23071"
"3400" "SLA2" "84174"
"3401" "TFEC" "22797"
"3402" "TAF4B" "6875"
"3403" "ADGB" "79747"
"3404" "CYB561D2" "11068"
"3405" "APOBEC3D" "140564"
"3406" "KPNA6" "23633"
"3407" "TTC3" "7267"
"3408" "PARP11" "57097"
"3409" "ARHGAP17" "55114"
"3410" "MPST" "4357"
"3411" "MAK" "4117"
"3412" "CUZD1" "50624"
"3413" "LPCAT1" "79888"
"3414" "RABL2A" "11159"
"3415" "CABP4" "57010"
"3416" "KIAA1841" "84542"
"3417" "SAXO1" "158297"
"3418" "MRFAP1L1" "114932"
"3419" "TAF13" "6884"
"3420" "ZDHHC14" "79683"
"3421" "PSAP" "5660"
"3422" "ZNF573" "126231"
"3423" "ADORA2B" "136"
"3424" "B3GALNT2" "148789"
"3425" "SIK2" "23235"
"3427" "SCAMP1" "9522"
"3428" "RBMXL1" "494115"
"3429" "SERPINF1" "5176"
"3430" "TOGARAM1" "23116"
"3431" "RIPOR1" "79567"
"3432" "PTMA" "5757"
"3433" "THAP3" "90326"
"3434" "CDC26" "246184"
"3436" "SCART1" "619207"
"3438" "RREB1" "6239"
"3439" "TRAF3IP1" "26146"
"3440" "CALN1" "83698"
"3441" "ZNF562" "54811"
"3442" "COPS6" "10980"
"3443" "NT5E" "4907"
"3444" "C1orf112" "55732"
"3445" "CCDC6" "8030"
"3446" "FPGT" "8790"
"3447" "C1orf141" "400757"
"3448" "GABPA" "2551"
"3449" "BORCS5" "118426"
"3450" "RAD51C" "5889"
"3451" "P2RX1" "5023"
"3453" "YTHDF3" "253943"
"3454" "TMEM131L" "23240"
"3455" "KCNV1" "27012"
"3456" "ZNF155" "7711"
"3457" "CDIPT" "10423"
"3458" "LMF1" "64788"
"3459" "RNPEP" "6051"
"3460" "NFKBIB" "4793"
"3461" "INTS6L" "203522"
"3462" "SLC10A7" "84068"
"3463" "ACTB" "60"
"3464" "EXT1" "2131"
"3465" "ATP5MC2" "517"
"3466" "PRR7" "80758"
"3467" "HLA-DPA1" "3113"
"3468" "BLOC1S1" "2647"
"3469" "ZNF654" "55279"
"3470" "KCNA3" "3738"
"3471" "CRIPT" "9419"
"3472" "EDARADD" "128178"
"3473" "NDC80" "10403"
"3474" "WDR11" "55717"
"3475" "FYN" "2534"
"3476" "TMEM244" "253582"
"3477" "OGT" "8473"
"3478" "TPTEP2-CSNK1E" "102800317"
"3479" "MC1R" "4157"
"3480" "ALG9" "79796"
"3481" "PRR14L" "253143"
"3482" "GABPB1" "2553"
"3483" "RHBDD2" "57414"
"3484" "ASB1" "51665"
"3485" "SENP5" "205564"
"3486" "SPSB3" "90864"
"3487" "RINL" "126432"
"3488" "UBE2J1" "51465"
"3489" "ARL6IP6" "151188"
"3490" "LRCH1" "23143"
"3491" "CAPRIN2" "65981"
"3492" "CACNA1F" "778"
"3493" "TPRG1" "285386"
"3495" "DOCK3" "1795"
"3496" "UTP11" "51118"
"3497" "SERPINB9" "5272"
"3498" "TNPO1" "3842"
"3500" "CDKN2B" "1030"
"3501" "OFD1" "8481"
"3502" "BST2" "684"
"3503" "OR5T2" "219464"
"3504" "ANKRD17" "26057"
"3505" "CLPB" "81570"
"3506" "RNF139" "11236"
"3507" "LRRC37A3" "374819"
"3508" "TBC1D19" "55296"
"3509" "KMT5B" "51111"
"3511" "ZNF836" "162962"
"3512" "ZNF615" "284370"
"3513" "CBX7" "23492"
"3514" "PRDM2" "7799"
"3515" "LRRC18" "474354"
"3516" "BLCAP" "10904"
"3517" "LILRB2" "10288"
"3518" "HIP1R" "9026"
"3519" "POMT1" "10585"
"3520" "PEAK1" "79834"
"3521" "FAM209A" "200232"
"3522" "NLGN4Y" "22829"
"3523" "CDK3" "1018"
"3524" "KHDC4" "22889"
"3525" "PNMA6A" "84968"
"3526" "NDRG1" "10397"
"3527" "VPS41" "27072"
"3528" "PIGV" "55650"
"3529" "ZNF169" "169841"
"3530" "LEP" "3952"
"3531" "ATG12" "9140"
"3533" "ADAM19" "8728"
"3534" "TFCP2L1" "29842"
"3535" "GCM1" "8521"
"3536" "ZNF688" "146542"
"3537" "JTB" "10899"
"3538" "TSC22D4" "81628"
"3539" "SEC31B" "25956"
"3540" "TBP" "6908"
"3541" "GIT2" "9815"
"3542" "NKIRAS2" "28511"
"3543" "CDC14A" "8556"
"3544" "KCNA2" "3737"
"3545" "IDH3B" "3420"
"3546" "CAD" "790"
"3547" "NHLRC3" "387921"
"3548" "SPAG16" "79582"
"3549" "MICB" "4277"
"3550" "UBE2D4" "51619"
"3552" "OSM" "5008"
"3553" "SPIN2A" "54466"
"3554" "GRAPL" "400581"
"3555" "EML4" "27436"
"3556" "OTUD3" "23252"
"3557" "ZNF280B" "140883"
"3558" "TGFBRAP1" "9392"
"3559" "DDX28" "55794"
"3560" "ANXA7" "310"
"3561" "UBR7" "55148"
"3562" "TMCO6" "55374"
"3563" "SNRPB2" "6629"
"3564" "AUP1" "550"
"3565" "PPM1L" "151742"
"3566" "STEAP1B" "256227"
"3567" "ZPBP2" "124626"
"3568" "FARS2" "10667"
"3569" "MRNIP" "51149"
"3570" "CD164" "8763"
"3571" "NPIPB3" "23117"
"3573" "FCRL2" "79368"
"3574" "STX7" "8417"
"3575" "WDR77" "79084"
"3576" "OR52N5" "390075"
"3577" "LTBP3" "4054"
"3578" "C12orf45" "121053"
"3579" "RAD9B" "144715"
"3580" "NFE2L3" "9603"
"3581" "ATE1" "11101"
"3582" "ERAP2" "64167"
"3583" "IDS" "3423"
"3584" "TSTD1" "100131187"
"3585" "METTL18" "92342"
"3586" "RFXANK" "8625"
"3587" "GAS2" "2620"
"3588" "POGLUT1" "56983"
"3589" "UBXN4" "23190"
"3590" "ARMCX3" "51566"
"3591" "SETD6" "79918"
"3592" "PPFIBP1" "8496"
"3593" "VEZF1" "7716"
"3594" "BRAT1" "221927"
"3595" "TMED8" "283578"
"3596" "TMEM260" "54916"
"3597" "CSTB" "1476"
"3598" "GPHN" "10243"
"3599" "RDH16" "8608"
"3600" "BCAT1" "586"
"3601" "DCXR" "51181"
"3602" "TAX1BP3" "30851"
"3603" "MTURN" "222166"
"3604" "TIPRL" "261726"
"3605" "SPTSSA" "171546"
"3606" "ARHGEF38" "54848"
"3607" "TSPAN18" "90139"
"3608" "VAMP5" "10791"
"3609" "SLC26A8" "116369"
"3610" "BAHD1" "22893"
"3611" "ZNF641" "121274"
"3612" "TUT4" "23318"
"3613" "IL18RAP" "8807"
"3614" "GOLGA8A" "23015"
"3615" "RTKN2" "219790"
"3616" "CFAP69" "79846"
"3617" "TMEM67" "91147"
"3618" "AMZ1" "155185"
"3619" "WAC" "51322"
"3620" "LY9" "4063"
"3621" "DPM1" "8813"
"3622" "ARAP3" "64411"
"3623" "SLC10A3" "8273"
"3624" "JHY" "79864"
"3626" "CYP2C9" "1559"
"3627" "CEP170" "9859"
"3628" "FAM76B" "143684"
"3629" "PNPLA7" "375775"
"3630" "ZNF337" "26152"
"3631" "DNAJC7" "7266"
"3632" "RBM18" "92400"
"3633" "SEC22A" "26984"
"3634" "WAPL" "23063"
"3635" "DIP2C" "22982"
"3636" "TNFAIP1" "7126"
"3637" "PHIP" "55023"
"3638" "ASB2" "51676"
"3639" "CENPJ" "55835"
"3640" "TOMM40L" "84134"
"3641" "KLHDC4" "54758"
"3642" "NR2C1" "7181"
"3643" "TMED7" "51014"
"3644" "ADCY3" "109"
"3645" "ZFX" "7543"
"3646" "FUS" "2521"
"3647" "GPKOW" "27238"
"3648" "MAGT1" "84061"
"3649" "POLDIP2" "26073"
"3650" "DZANK1" "55184"
"3651" "POLR2J3" "548644"
"3652" "ABHD12B" "145447"
"3653" "IKZF1" "10320"
"3654" "TMSB10" "9168"
"3655" "DCAF5" "8816"
"3656" "CNTNAP2" "26047"
"3658" "ZNF433" "163059"
"3659" "YY1" "7528"
"3660" "ZNF783" "100289678"
